Series Name,"Series Code","Country Name","Country Code","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Ecuador","ECU","3.55437734567843","4.4745326579584","5.10172180958666","2.72177577710371","3.58922016616663","3.96664623255358","1.72826463324533","0.417335588666825","-0.224103246005552","0.266012515466155"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Egypt, Arab Rep.","EGY","11.2651882653185","10.0649259874818","7.11172943343083","9.46971981064921","10.0702154687481","10.370490343517","13.813606214829","29.5066083940039","14.4014657807422","9.15279959324804"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","El Salvador","SLV","1.17933576873673","5.1289237668161","1.72973481581383","0.757669184522973","1.14134467538233","-0.731384487387957","0.60404908699661","1.0123540331558","1.09033000581892","0.0753241350024612"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Equatorial Guinea","GNQ","7.78916547991184","4.805389221557","3.65662048278806","2.94887694639662","4.30999866149107","1.67663085315988","1.41193915479015","0.74435474661241","1.06007410662171","1.53027528964189"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Eritrea","ERI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Estonia","EST","2.97204512015694","4.9819013145361","3.93339987296985","2.78056658954988","-0.10617514652171","-0.49232600654737","0.148684907627373","3.41723549488054","3.43632688420446","2.27725931243522"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Ethiopia","ETH","8.14926402965082","33.2499598823344","23.600417677317","7.46402192944517","6.89001951597192","9.56889955968623","6.62813337230924","10.6871150284238","13.8330356586661","15.8096321719344"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Faroe Islands","FRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Fiji","FJI","3.68901229670766","7.27811782708494","3.4233752340198","2.91354193604001","0.519306474579194","1.37488542621438","3.86322538221269","3.3475783475784","4.08147637644526","1.77310182460282"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Finland","FIN","1.18413523154646","3.41680754255211","2.80833622561574","1.4782861568881","1.04119621178439","-0.207928839905268","0.356684500891695","0.754015047084346","1.08382098409305","1.02409392963431"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","France","FRA","1.53112270420926","2.11159795174994","1.9541953161351","0.863715497861805","0.50775882293799","0.0375143805125182","0.18333486112386","1.03228275064662","1.85081508315502","1.10825492288294"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","French Polynesia","PYF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Gabon","GAB","1.46154402720469","1.26331707837421","2.65241828695626","0.505441058915615","4.69045751826284","-0.338795188753406","2.10670712784054","2.65192583143902","4.74906652083221","2.46456756151187"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Gambia, The","GMB","5.04968075857402","4.7958826618311","4.25432199813899","5.69912989637382","5.94799935696626","6.8084549457961","7.22879272057922","8.03418974545911","6.52096823946573","7.11567625631192"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Georgia","GEO","7.11017897486099","8.5429333333333","-0.943658853270964","-0.512058410947092","3.06881210379543","4.00357820695097","2.13492713939121","6.03531725272117","2.6152447139767","4.85289821696723"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Germany","DEU","1.1038103778926","2.07517283735874","2.00848884782956","1.50472330251876","0.906794000434246","0.514426137125456","0.491747008445174","1.50949485109628","1.73216879766942","1.44565976888253"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Ghana","GHA","10.7333898354915","8.7284593709302","11.1863409441067","11.6661923071729","15.4896160333318","17.1499695007878","17.4546347070868","12.3719215507048","7.80876516610703","7.14364003330857"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Gibraltar","GIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Greece","GRC","4.71298907760388","3.3298532335065","1.50152696177758","-0.921269454256994","-1.31226096405506","-1.73588804765284","-0.825653978390973","1.12125452031419","0.62562141345364","0.253007522038157"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Greenland","GRL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Grenada","GRD","3.43650905943351","3.0334728033474","2.41077704021862","-0.0439997864828058","-0.98360305555498","-0.515448031435329","1.65038994431573","0.908458255874249","0.804102313277033","0.598149764736022"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Guam","GUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Guatemala","GTM","3.8595090983317","6.21412393067091","3.78180754679678","4.34337131279521","3.4183616966296","2.38872032839559","4.44844199942819","4.42453655182546","3.75186186704508","3.69998398008605"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Guinea","GIN","15.0502688559001","21.3169268542577","15.2262941038638","11.8875884481828","6.1505055670642","11.7800825029834","8.17268112275132","8.91435947913097","9.82761701259191","9.47001039253012"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Guinea-Bissau","GNB","2.51785140171697","5.04610226320204","2.13054580274493","1.20712555668414","-1.50924460570503","1.47672048910494","1.50312055861088","1.69111461822289","0.381324702791081","0.24660026814783"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Guyana","GUY","3.73337757704246","4.9777356370697","2.39193521312334","1.90125181860582","0.852630497539914","-1.00173432776374","0.836008061506207","1.90465615515584","1.28284288443528","2.08723089162013"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Haiti","HTI","4.82734190074673","6.33279483849042","5.01804155429246","4.76502404779142","3.43816659958601","6.73184069658997","11.5029073942666","10.6800887242584","12.4814111170435","18.7037825672506"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Honduras","HND","4.69889064976226","6.7622795731476","5.19618615531848","5.16189898581494","6.12924930313022","3.15783117980923","2.72461223295289","3.93436084442044","4.34734937777528","4.36587159819267"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Hong Kong SAR, China","HKG","2.29289088604673","5.3052489299392","4.05390950903844","4.33799342105267","4.42364532019699","2.99084819322581","2.40930743862224","1.49387243939522","2.40613432046534","2.88320853773996"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Hungary","HUN","4.85555795691956","3.9299209893507","5.65214517088646","1.73319984983101","-0.227566270988219","-0.0616446800641672","0.394769306686392","2.34824281150154","2.85024792594646","3.33858635382008"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Iceland","ISL","5.39673113167477","4.0010266434312","5.18589988750698","3.87227923748249","2.04461481539333","1.63305558181326","1.69692761997751","1.76041559180596","2.68291768267392","3.01397179156053"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","India","IND","11.9893899204244","8.91179336483371","9.47899691419801","10.0178784746102","6.66565671867899","4.90697344127256","4.94821634062141","3.32817337461298","3.9388264669163","3.72950573539129"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Indonesia","IDN","5.13420400767928","5.3560477898215","4.27949999641975","6.41251330156418","6.39492540819922","6.36312113115612","3.5258051568793","3.80879806953157","3.1983464156241","3.03058664969487"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Iran, Islamic Rep.","IRN","10.0893629287979","26.2933856738608","27.2568127242908","36.6030355191029","16.6065532357449","12.4846815611533","7.24542548952979","8.04492437660278","18.0141183371874","39.9073455697784"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Iraq","IRQ","2.8777472527476","5.801455370853","6.08909641595043","1.87949800749469","2.23597407904679","1.39333028780309","0.556521397155511","0.18405889884769","0.367441488936849","-0.198965380023928"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Ireland","IRL","-0.918388645376774","2.5489783020855","1.69474116680366","0.515099484900573","0.190916398713745","-0.330959783371788","0.0201247735963237","0.362173038229378","0.471130713712916","0.937842961189274"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Isle of Man","IMN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Israel","ISR","2.69137006338376","3.48494919760703","1.67920719398061","1.5702553921126","0.479786761439324","-0.601291007162392","-0.551552352993558","0.25941497450575","0.794075660242718","0.84978312826417"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Italy","ITA","1.52551602118248","2.78063272879323","3.04136333226775","1.21999342274306","0.241047429826756","0.0387903996579733","-0.09401665691575","1.22653316645812","1.13748763600391","0.611246943765304"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Jamaica","JAM","12.6105519975603","7.555856465809","6.87397708674309","9.34150076569673","8.27407886231419","3.69154228855725","2.35102197485846","4.37839864991561","3.73663882152163","3.90510000865872"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Japan","JPN","-0.728243207517779","-0.27245561610124","-0.0440645104432602","0.335037912184741","2.75922671353253","0.795279630579839","-0.127258844489754","0.484199796126385","0.989094598021848","0.46877615938395"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Jordan","JOR","4.84551875852116","4.1624416292779","4.5152295667099","4.82462314269537","2.89947905006057","-0.876851359704049","-0.778430463054142","3.32389447576097","4.46231108475481","0.761514047265601"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kazakhstan","KAZ","7.40046356341398","8.452904661768","5.19568369035072","5.94283871648418","6.84944977003349","6.67828585615244","14.3610942386247","7.44266321306792","6.16366247577751","5.33356098916669"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kenya","KEN","3.96138889115385","14.0224913014704","9.37777003547598","5.71749357037733","6.87815499275949","6.58215429284779","6.29724953814625","8.00564967709945","4.6898064677633","5.23963795764792"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kiribati","KIR","-3.89955040651658","1.4974097987596","-3.04586292775563","-1.48805908468096","2.1039852092504","0.572015743634246","1.9173109023338","0.355520888546828","0.564030491493476","-1.81307995302947"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Korea, Dem. People's Rep.","PRK","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Korea, Rep.","KOR","2.93928652655686","4.0259650043609","2.18707104433314","1.30134754547413","1.27477446401322","0.70633177245575","0.971685739912168","1.94433230786366","1.47583935002645","0.383000303608136"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kosovo","XKX","3.48050763735842","7.3364177131527","2.47673782156533","1.76732428354892","0.428957808324092","-0.536929392740659","0.273169431045468","1.48823430592319","1.05379773654991","2.67599202639893"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kuwait","KWT","4.49640287769787","4.8394034987095","3.25514600287211","2.68229684085039","2.90892672858625","3.27170166092133","3.19839776658374","2.17183298510006","0.543133148199567","1.09184802655856"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Kyrgyz Republic","KGZ","7.96772225579684","16.6363262731495","2.76844236540957","6.61375202358082","7.5342472977589","6.50331838993384","0.388838296895799","3.1753098637994","1.54266145238436","1.13362257718804"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Lao PDR","LAO","5.98254521550082","7.5689885610998","4.2551267783209","6.37142717782947","4.12924306873771","1.27735427102992","1.59691227583204","0.825478607568026","2.04039266890201","3.32255881256925"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Latvia","LVA","-1.08463595015162","4.3707355993922","2.25778924374595","-0.0294547782579216","0.620490636732421","0.174242243625186","0.140633334505327","2.93036312374665","2.53445424186598","2.81140920075615"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Lebanon","LBN","3.98347941855833","4.97148571692384","6.58147447683677","4.82101956297399","1.8546042134091","-3.74914524799629","-0.783359624361508","4.32135218303191","6.07698907889607","3.00538949390383"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Lesotho","LSO","-2.40524254598706","5.0366305210156","6.05143662139967","4.86511899496385","5.37028961008587","3.21844513655931","6.59650490696543","4.447699373763","4.7518030162474","5.18708359197982"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Liberia","LBR","7.28992796890228","8.48816751849401","6.83178703418548","7.577306817414","9.86111285574928","7.74869687621306","8.83424868336494","12.4196323907137","23.5635148953742","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Libya","LBY","2.79989500109268","15.5184815317561","6.05980392156864","2.60581802719517","2.43294141599225","10.4022933588151","25.8538742124461","25.8036184788338","13.1702038536721","-2.16217883470595"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Liechtenstein","LIE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Lithuania","LTU","1.31921362055463","4.13027562645085","3.08998277055417","1.04747937065344","0.103758009433708","-0.884097405500596","0.905525075460342","3.72288862303707","2.69792779208394","2.33450937988027"
"Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","Luxembourg","LUX","2.2736791162154","3.41068341068342","2.66284165508021","1.73403963519162","0.628543985440717","0.474743161437779","0.290833333333317","1.73079959118887","1.5281952430738","1.74332075653848"
